date,home_team,away_team,team,scorer,minute,own_goal,penalty
01-02-2000,Egypt,Burkina Faso,Egypt,Hany Ramzy,85,False,False
01-02-2000,Egypt,Burkina Faso,Egypt,Abdel Halim Ali,90,False,False
01-02-2000,Zambia,Senegal,Senegal,Henri Camara,47,False,False
01-02-2000,Zambia,Senegal,Zambia,Laughter Chilembe,52,False,False
01-02-2000,Zambia,Senegal,Senegal,Abdoulaye M'Baye,80,False,False
01-02-2000,Zambia,Senegal,Zambia,Kalusha Bwalya,87,False,True
02-02-2000,South Africa,Algeria,South Africa,Shaun Bartlett,2,False,False
02-02-2000,South Africa,Algeria,Algeria,Fawzi Moussouni,53,False,False
03-02-2000,Nigeria,Morocco,Nigeria,Finidi George,28,False,False
03-02-2000,Nigeria,Morocco,Nigeria,Julius Aghahowa,81,False,False
03-02-2000,Tunisia,Congo,Tunisia,Radhi Jaïdi,18,False,False
06-02-2000,Cameroon,Algeria,Cameroon,Samuel Eto'o,7,False,False
06-02-2000,Cameroon,Algeria,Cameroon,Marc-Vivien Foé,24,False,False
06-02-2000,Cameroon,Algeria,Algeria,Abdelhafid Tasfaout,79,False,False
06-02-2000,Ghana,South Africa,South Africa,Siyabonga Nomvethe,42,False,False
07-02-2000,Egypt,Tunisia,Tunisia,Khaled Badra,22,False,True
07-02-2000,Nigeria,Senegal,Senegal,Khalilou Fadiga,7,False,False
07-02-2000,Nigeria,Senegal,Nigeria,Julius Aghahowa,85,False,False
07-02-2000,Nigeria,Senegal,Nigeria,Julius Aghahowa,92,False,False
10-02-2000,Cameroon,Tunisia,Cameroon,Patrick M'Boma,49,False,False
10-02-2000,Cameroon,Tunisia,Cameroon,Samuel Eto'o,81,False,False
10-02-2000,Cameroon,Tunisia,Cameroon,Patrick M'Boma,85,False,False
10-02-2000,Nigeria,South Africa,Nigeria,Tijani Babangida,1,False,False
10-02-2000,Nigeria,South Africa,Nigeria,Tijani Babangida,34,False,False
12-02-2000,Colombia,Jamaica,Colombia,Gonzalo Martínez,15,False,False
12-02-2000,South Africa,Tunisia,South Africa,Shaun Bartlett,11,False,False
12-02-2000,South Africa,Tunisia,Tunisia,Ali Zitouni,27,False,False
12-02-2000,South Africa,Tunisia,South Africa,Siyabonga Nomvethe,62,False,False
12-02-2000,South Africa,Tunisia,Tunisia,Ali Zitouni,89,False,False
12-02-2000,United States,Haiti,United States,Jovan Kirovski,18,False,False
12-02-2000,United States,Haiti,United States,Eric Wynalda,55,False,True
12-02-2000,United States,Haiti,United States,Cobi Jones,89,False,False
13-02-2000,Costa Rica,Canada,Costa Rica,Jafet Soto,11,False,False
13-02-2000,Costa Rica,Canada,Canada,Carlo Corazzin,19,False,True
13-02-2000,Costa Rica,Canada,Costa Rica,Harold Wallace,54,False,False
13-02-2000,Costa Rica,Canada,Canada,Carlo Corazzin,57,False,False
13-02-2000,Mexico,Trinidad and Tobago,Mexico,Rafael Márquez,36,False,False
13-02-2000,Mexico,Trinidad and Tobago,Mexico,Luis Hernández,52,False,False
13-02-2000,Mexico,Trinidad and Tobago,Mexico,Shurland David,75,True,False
13-02-2000,Mexico,Trinidad and Tobago,Mexico,Francisco Palencia,85,False,False
14-02-2000,Jamaica,Honduras,Honduras,Carlos Pavón,51,False,True
14-02-2000,Jamaica,Honduras,Honduras,Samuel Caballero,84,False,False
16-02-2000,Honduras,Colombia,Honduras,Carlos Pavón,71,False,False
16-02-2000,Honduras,Colombia,Honduras,Milton Núñez,78,False,False
16-02-2000,United States,Peru,United States,Cobi Jones,59,False,False
17-02-2000,Mexico,Guatemala,Mexico,Emilio Mora,26,False,False
17-02-2000,Mexico,Guatemala,Guatemala,Erick Miranda,28,False,False
17-02-2000,South Korea,Costa Rica,South Korea,Lee Dong-gook,14,False,False
17-02-2000,South Korea,Costa Rica,Costa Rica,Paulo Wanchope,66,False,False
17-02-2000,South Korea,Costa Rica,South Korea,Lee Min-sung,75,False,False
17-02-2000,South Korea,Costa Rica,Costa Rica,Hernán Medford,85,False,False
19-02-2000,United States,Colombia,United States,Brian McBride,20,False,False
19-02-2000,United States,Colombia,Colombia,Faustino Asprilla,24,False,False
19-02-2000,United States,Colombia,United States,Chris Armas,51,False,False
19-02-2000,United States,Colombia,Colombia,Gerardo Bedoya,81,False,False
20-02-2000,Costa Rica,Trinidad and Tobago,Trinidad and Tobago,Arnold Dwarika,26,False,False
20-02-2000,Costa Rica,Trinidad and Tobago,Costa Rica,Paulo Wanchope,89,False,False
20-02-2000,Costa Rica,Trinidad and Tobago,Trinidad and Tobago,Mickey Trotman,101,False,False
20-02-2000,Mexico,Canada,Mexico,Ramón Ramírez,35,False,False
20-02-2000,Mexico,Canada,Canada,Carlo Corazzin,83,False,False
20-02-2000,Mexico,Canada,Canada,Richard Hastings,92,False,False
23-02-2000,Colombia,Peru,Colombia,Marcial Salazar,39,True,False
23-02-2000,Colombia,Peru,Colombia,Víctor Bonilla,53,False,False
23-02-2000,Colombia,Peru,Peru,Roberto Palacios,75,False,False
24-02-2000,Trinidad and Tobago,Canada,Canada,Mark Watson,68,False,False
27-02-2000,Canada,Colombia,Canada,Jason de Vos,45,False,False
27-02-2000,Canada,Colombia,Canada,Carlo Corazzin,68,False,True
19-03-2000,Nicaragua,Panama,Panama,Mario Méndez,5,False,False
19-03-2000,Nicaragua,Panama,Panama,Julio Dely Valdés,61,False,False
29-03-2000,Argentina,Chile,Argentina,Gabriel Batistuta,9,False,False
29-03-2000,Argentina,Chile,Chile,Rodrigo Tello,29,False,False
29-03-2000,Argentina,Chile,Argentina,Juan Sebastián Verón,33,False,False
29-03-2000,Argentina,Chile,Argentina,Juan Sebastián Verón,71,False,True
29-03-2000,Argentina,Chile,Argentina,Claudio López,87,False,False
29-03-2000,Ecuador,Venezuela,Ecuador,Agustín Delgado,18,False,False
29-03-2000,Ecuador,Venezuela,Ecuador,Álex Aguinaga,57,False,False
29-03-2000,Peru,Paraguay,Peru,Nolberto Solano,55,False,True
29-03-2000,Peru,Paraguay,Peru,Roberto Palacios,60,False,False
29-03-2000,Uruguay,Bolivia,Uruguay,Pablo García,26,False,False
02-04-2000,Panama,Honduras,Panama,Julio Dely Valdés,70,False,True
07-04-2000,Mauritania,Tunisia,Tunisia,Radhi Jaïdi,65,False,False
07-04-2000,Mauritania,Tunisia,Tunisia,Hassen Gabsi,76,False,False
07-04-2000,Mauritania,Tunisia,Mauritania,Salem Ould Ely,85,False,False
08-04-2000,Tanzania,Ghana,Ghana,Samuel Kuffour,21,False,False
09-04-2000,Benin,Senegal,Senegal,Moussa N'Diaye,15,False,False
09-04-2000,Benin,Senegal,Benin,Jonas Okétola,33,False,False
09-04-2000,Egypt,Mauritius,Egypt,Mohamed Emara,15,False,False
09-04-2000,Egypt,Mauritius,Egypt,Mohamed Farouk,75,False,False
09-04-2000,Gambia,Morocco,Morocco,Bouchaib El Moubarki,63,False,False
09-04-2000,Lesotho,South Africa,South Africa,Shaun Bartlett,40,False,False
09-04-2000,Lesotho,South Africa,South Africa,Jabu Pule,71,False,False
09-04-2000,Rwanda,Ivory Coast,Ivory Coast,Ghislain Akassou,45,False,False
09-04-2000,Rwanda,Ivory Coast,Rwanda,Hassan Mili,46,False,False
09-04-2000,Rwanda,Ivory Coast,Rwanda,Julien Nsengiyumva,75,False,False
09-04-2000,Rwanda,Ivory Coast,Ivory Coast,Fadel Keïta,82,False,False
21-04-2000,Algeria,Cape Verde,Algeria,Isâad Bourahli,7,False,False
21-04-2000,Algeria,Cape Verde,Algeria,Rafik Saïfi,12,False,False
22-04-2000,Morocco,Gambia,Morocco,Abdelfattah El Khattari,17,False,False
22-04-2000,Morocco,Gambia,Morocco,Abdelfattah El Khattari,31,False,False
22-04-2000,South Africa,Lesotho,South Africa,Shaun Bartlett,48,False,False
22-04-2000,Tunisia,Mauritania,Tunisia,Bilal Sidibé,16,True,False
22-04-2000,Tunisia,Mauritania,Tunisia,Ziad Jaziri,25,False,False
22-04-2000,Tunisia,Mauritania,Tunisia,Imed Mhedhebi,49,False,False
23-04-2000,Egypt,Mauritius,Egypt,Samir Kamouna,5,False,False
23-04-2000,Egypt,Mauritius,Mauritius,Jacques-Désiré Périatambée,45,False,False
23-04-2000,Egypt,Mauritius,Egypt,Mohamed Farouk,72,False,False
23-04-2000,Egypt,Mauritius,Egypt,Mohamed Farouk,74,False,False
23-04-2000,Egypt,Mauritius,Mauritius,Jean-Sebastien Bax,88,False,False
23-04-2000,Egypt,Mauritius,Egypt,Walid Salah Abdel Latif,90,False,False
23-04-2000,Ghana,Tanzania,Ghana,Samuel Kuffour,19,False,False
23-04-2000,Ghana,Tanzania,Ghana,Augustine Ahinful,28,False,False
23-04-2000,Ghana,Tanzania,Tanzania,John Lungu,44,False,False
23-04-2000,Ghana,Tanzania,Tanzania,Ally Abubakari,54,False,False
23-04-2000,Ghana,Tanzania,Ghana,Daniel Addo,64,False,False
23-04-2000,Ivory Coast,Rwanda,Ivory Coast,Ibrahima Bakayoko,35,False,False
23-04-2000,Ivory Coast,Rwanda,Ivory Coast,Ibrahima Bakayoko,66,False,False
23-04-2000,Senegal,Benin,Senegal,Cheikh Ba,63,False,False
26-04-2000,Bolivia,Colombia,Bolivia,Erwin Sánchez,16,False,False
26-04-2000,Bolivia,Colombia,Colombia,Jairo Castillo,32,False,False
26-04-2000,Brazil,Ecuador,Ecuador,Álex Aguinaga,12,False,False
26-04-2000,Brazil,Ecuador,Brazil,Rivaldo,18,False,False
26-04-2000,Brazil,Ecuador,Brazil,Antônio Carlos Zago,43,False,False
26-04-2000,Brazil,Ecuador,Brazil,Rivaldo,51,False,False
26-04-2000,Brazil,Ecuador,Ecuador,Ulises de la Cruz,75,False,False
26-04-2000,Chile,Peru,Peru,Juan Jayo,38,False,False
26-04-2000,Chile,Peru,Chile,Javier Margas,42,False,False
26-04-2000,Paraguay,Uruguay,Paraguay,Celso Ayala,35,False,False
26-04-2000,Venezuela,Argentina,Argentina,Roberto Ayala,8,False,False
26-04-2000,Venezuela,Argentina,Argentina,Ariel Ortega,24,False,False
26-04-2000,Venezuela,Argentina,Argentina,Ariel Ortega,77,False,False
26-04-2000,Venezuela,Argentina,Argentina,Hernán Crespo,89,False,False
07-05-2000,Honduras,Panama,Honduras,Carlos Pavón,38,False,False
07-05-2000,Honduras,Panama,Panama,Jorge Dely Valdés,49,False,False
07-05-2000,Honduras,Panama,Honduras,Carlos Pavón,66,False,False
07-05-2000,Honduras,Panama,Honduras,Milton Núñez,70,False,False
21-05-2000,Panama,Nicaragua,Panama,Julio Dely Valdés,50,False,False
21-05-2000,Panama,Nicaragua,Panama,Jorge Dely Valdés,69,False,False
21-05-2000,Panama,Nicaragua,Panama,Neftali Díaz,70,False,False
21-05-2000,Panama,Nicaragua,Panama,Roberto Brown,83,False,False
03-06-2000,Paraguay,Ecuador,Paraguay,Delio Toledo,10,False,False
03-06-2000,Paraguay,Ecuador,Paraguay,Hugo Brizuela,42,False,False
03-06-2000,Paraguay,Ecuador,Paraguay,Hugo Brizuela,63,False,False
03-06-2000,Paraguay,Ecuador,Ecuador,Ariel Graziani,87,False,False
03-06-2000,Uruguay,Chile,Uruguay,Darío Silva,35,False,False
03-06-2000,Uruguay,Chile,Chile,Iván Zamorano,39,False,True
03-06-2000,Uruguay,Chile,Uruguay,Paolo Montero,42,False,False
04-06-2000,Argentina,Bolivia,Argentina,Gustavo Adrián López,83,False,False
04-06-2000,Colombia,Venezuela,Colombia,Alexander Viveros,27,False,False
04-06-2000,Colombia,Venezuela,Colombia,Iván Córdoba,42,False,True
04-06-2000,Colombia,Venezuela,Colombia,Iván Valenciano,89,False,False
04-06-2000,Cuba,Canada,Canada,Jason de Vos,39,False,False
04-06-2000,Peru,Brazil,Brazil,Antônio Carlos Zago,34,False,False
10-06-2000,Belgium,Sweden,Belgium,Bart Goor,43,False,False
10-06-2000,Belgium,Sweden,Belgium,Émile Mpenza,46,False,False
10-06-2000,Belgium,Sweden,Sweden,Johan Mjällby,53,False,False
11-06-2000,France,Denmark,France,Laurent Blanc,16,False,False
11-06-2000,France,Denmark,France,Thierry Henry,64,False,False
11-06-2000,France,Denmark,France,Sylvain Wiltord,90,False,False
11-06-2000,Netherlands,Czech Republic,Netherlands,Frank de Boer,89,False,True
11-06-2000,Turkey,Italy,Italy,Antonio Conte,52,False,False
11-06-2000,Turkey,Italy,Turkey,Okan Buruk,62,False,False
11-06-2000,Turkey,Italy,Italy,Filippo Inzaghi,70,False,True
12-06-2000,Germany,Romania,Romania,Viorel Moldovan,5,False,False
12-06-2000,Germany,Romania,Germany,Mehmet Scholl,28,False,False
12-06-2000,Portugal,England,England,Paul Scholes,3,False,False
12-06-2000,Portugal,England,England,Steve McManaman,18,False,False
12-06-2000,Portugal,England,Portugal,Luís Figo,22,False,False
12-06-2000,Portugal,England,Portugal,João Vieira Pinto,37,False,False
12-06-2000,Portugal,England,Portugal,Nuno Gomes,59,False,False
13-06-2000,Spain,Norway,Norway,Steffen Iversen,65,False,False
14-06-2000,Belgium,Italy,Italy,Francesco Totti,6,False,False
14-06-2000,Belgium,Italy,Italy,Stefano Fiore,66,False,False
16-06-2000,Algeria,Senegal,Senegal,Pape Seydou Diop,16,False,False
16-06-2000,Algeria,Senegal,Algeria,Rafik Saïfi,27,False,False
16-06-2000,Czech Republic,France,France,Thierry Henry,7,False,False
16-06-2000,Czech Republic,France,Czech Republic,Karel Poborský,35,False,True
16-06-2000,Czech Republic,France,France,Youri Djorkaeff,60,False,False
16-06-2000,Netherlands,Denmark,Netherlands,Patrick Kluivert,57,False,False
16-06-2000,Netherlands,Denmark,Netherlands,Ronald de Boer,66,False,False
16-06-2000,Netherlands,Denmark,Netherlands,Boudewijn Zenden,77,False,False
17-06-2000,England,Germany,England,Alan Shearer,53,False,False
17-06-2000,Romania,Portugal,Portugal,Costinha,90,False,False
18-06-2000,Ivory Coast,Tunisia,Tunisia,Imed Mhedhebi,13,False,False
18-06-2000,Ivory Coast,Tunisia,Tunisia,Kaies Ghodhbane,20,False,False
18-06-2000,Ivory Coast,Tunisia,Ivory Coast,Ibrahima Bakayoko,45,False,False
18-06-2000,Ivory Coast,Tunisia,Ivory Coast,Bonaventure Kalou,53,False,False
18-06-2000,Slovenia,Spain,Spain,Raúl,4,False,False
18-06-2000,Slovenia,Spain,Slovenia,Zlatko Zahovic,59,False,False
18-06-2000,Slovenia,Spain,Spain,Joseba Etxeberria,60,False,False
19-06-2000,Australia,Cook Islands,Australia,Paul Agostino,18,False,False
19-06-2000,Australia,Cook Islands,Australia,Kevin Muscat,21,False,False
19-06-2000,Australia,Cook Islands,Australia,Danny Tiatto,24,False,False
19-06-2000,Australia,Cook Islands,Australia,Craig Foster,30,False,False
19-06-2000,Australia,Cook Islands,Australia,David Zdrilic,35,False,False
19-06-2000,Australia,Cook Islands,Australia,Craig Foster,42,False,False
19-06-2000,Australia,Cook Islands,Australia,Kevin Muscat,45,False,True
19-06-2000,Australia,Cook Islands,Australia,Craig Foster,51,False,False
19-06-2000,Australia,Cook Islands,Australia,Paul Agostino,53,False,False
19-06-2000,Australia,Cook Islands,Australia,Tony Popovic,60,False,False
19-06-2000,Australia,Cook Islands,Australia,David Zdrilic,65,False,False
19-06-2000,Australia,Cook Islands,Australia,Paul Agostino,68,False,False
19-06-2000,Australia,Cook Islands,Australia,Steve Corica,70,False,False
19-06-2000,Australia,Cook Islands,Australia,Craig Foster,80,False,False
19-06-2000,Australia,Cook Islands,Australia,Clayton Zane,82,False,False
19-06-2000,Australia,Cook Islands,Australia,Clayton Zane,87,False,False
19-06-2000,Australia,Cook Islands,Australia,Clayton Zane,89,False,False
19-06-2000,Belgium,Turkey,Turkey,Hakan Sükür,45,False,False
19-06-2000,Belgium,Turkey,Turkey,Hakan Sükür,70,False,False
19-06-2000,Italy,Sweden,Italy,Luigi Di Biagio,39,False,False
19-06-2000,Italy,Sweden,Sweden,Henrik Larsson,77,False,False
19-06-2000,Italy,Sweden,Italy,Alessandro Del Piero,88,False,False
19-06-2000,Tahiti,New Zealand,New Zealand,Kris Bouckenooghe,27,False,False
19-06-2000,Tahiti,New Zealand,New Zealand,Chris Jackson,78,False,False
20-06-2000,England,Romania,Romania,Cristian Chivu,22,False,False
20-06-2000,England,Romania,England,Alan Shearer,41,False,True
20-06-2000,England,Romania,England,Michael Owen,45,False,False
20-06-2000,England,Romania,Romania,Dorinel Munteanu,48,False,False
20-06-2000,England,Romania,Romania,Ionel Ganea,89,False,True
20-06-2000,Portugal,Germany,Portugal,Sérgio Conceição,35,False,False
20-06-2000,Portugal,Germany,Portugal,Sérgio Conceição,54,False,False
20-06-2000,Portugal,Germany,Portugal,Sérgio Conceição,71,False,False
21-06-2000,Denmark,Czech Republic,Czech Republic,Vladimír micer,64,False,False
21-06-2000,Denmark,Czech Republic,Czech Republic,Vladimír micer,67,False,False
21-06-2000,Netherlands,France,France,Christophe Dugarry,8,False,False
21-06-2000,Netherlands,France,Netherlands,Patrick Kluivert,14,False,False
21-06-2000,Netherlands,France,France,David Trezeguet,31,False,False
21-06-2000,Netherlands,France,Netherlands,Frank de Boer,51,False,False
21-06-2000,Netherlands,France,Netherlands,Boudewijn Zenden,59,False,False
21-06-2000,New Zealand,Vanuatu,Vanuatu,Richard Iwai,14,False,False
21-06-2000,New Zealand,Vanuatu,New Zealand,Chris Killen,47,False,False
21-06-2000,New Zealand,Vanuatu,New Zealand,Jonathan Perry,56,False,False
21-06-2000,New Zealand,Vanuatu,New Zealand,Chris Killen,84,False,False
21-06-2000,Serbia,Spain,Serbia,Savo Miloevic,30,False,False
21-06-2000,Serbia,Spain,Spain,Alfonso Pérez,38,False,False
21-06-2000,Serbia,Spain,Serbia,Dejan Govedarica,50,False,False
21-06-2000,Serbia,Spain,Spain,Pedro Munitis,51,False,False
21-06-2000,Serbia,Spain,Serbia,Slobodan Komljenovic,75,False,False
21-06-2000,Serbia,Spain,Spain,Alfonso Pérez,90,False,False
21-06-2000,Serbia,Spain,Spain,Gaizka Mendieta,90,False,True
23-06-2000,Solomon Islands,Australia,Australia,Scott Chipperfield,6,False,False
23-06-2000,Solomon Islands,Australia,Australia,Clayton Zane,13,False,False
23-06-2000,Solomon Islands,Australia,Australia,Clayton Zane,35,False,False
23-06-2000,Solomon Islands,Australia,Australia,Gideon Omokirio,36,True,False
23-06-2000,Solomon Islands,Australia,Australia,Kevin Muscat,39,False,True
23-06-2000,Solomon Islands,Australia,Australia,Pablo Cardozo,43,False,False
24-06-2000,Italy,Romania,Italy,Francesco Totti,33,False,False
24-06-2000,Italy,Romania,Italy,Filippo Inzaghi,43,False,False
24-06-2000,Turkey,Portugal,Portugal,Nuno Gomes,44,False,False
24-06-2000,Turkey,Portugal,Portugal,Nuno Gomes,56,False,False
25-06-2000,Australia,Vanuatu,Australia,Kevin Muscat,5,False,True
25-06-2000,Netherlands,Serbia,Netherlands,Patrick Kluivert,24,False,False
25-06-2000,Netherlands,Serbia,Netherlands,Patrick Kluivert,38,False,False
25-06-2000,Netherlands,Serbia,Netherlands,Dejan Govedarica,51,True,False
25-06-2000,Netherlands,Serbia,Netherlands,Patrick Kluivert,54,False,False
25-06-2000,Netherlands,Serbia,Netherlands,Marc Overmars,78,False,False
25-06-2000,Netherlands,Serbia,Netherlands,Marc Overmars,90,False,False
25-06-2000,Netherlands,Serbia,Serbia,Savo Miloevic,90,False,False
25-06-2000,New Zealand,Solomon Islands,New Zealand,Simon Elliott,51,False,False
25-06-2000,New Zealand,Solomon Islands,New Zealand,Simon Elliott,55,False,False
25-06-2000,Spain,France,France,Zinedine Zidane,32,False,False
25-06-2000,Spain,France,Spain,Gaizka Mendieta,38,False,True
25-06-2000,Spain,France,France,Youri Djorkaeff,44,False,False
28-06-2000,Australia,New Zealand,Australia,Shaun Murphy,40,False,False
28-06-2000,Australia,New Zealand,Australia,Craig Foster,66,False,False
28-06-2000,Brazil,Uruguay,Uruguay,Darío Silva,5,False,False
28-06-2000,Brazil,Uruguay,Brazil,Rivaldo,85,False,True
28-06-2000,France,Portugal,Portugal,Nuno Gomes,19,False,False
28-06-2000,France,Portugal,France,Thierry Henry,51,False,False
28-06-2000,France,Portugal,France,Zinedine Zidane,117,False,False
29-06-2000,Chile,Paraguay,Chile,Denis Caniza,19,True,False
29-06-2000,Chile,Paraguay,Chile,Marcelo Salas,35,False,False
29-06-2000,Chile,Paraguay,Paraguay,José Cardozo,71,False,False
29-06-2000,Chile,Paraguay,Chile,Iván Zamorano,80,False,True
29-06-2000,Colombia,Argentina,Argentina,Gabriel Batistuta,23,False,False
29-06-2000,Colombia,Argentina,Colombia,Frankie Oviedo,26,False,False
29-06-2000,Colombia,Argentina,Argentina,Gabriel Batistuta,44,False,False
29-06-2000,Colombia,Argentina,Argentina,Hernán Crespo,75,False,False
29-06-2000,Ecuador,Peru,Ecuador,Cléber Chalá,14,False,False
29-06-2000,Ecuador,Peru,Ecuador,Eduardo Hurtado,51,False,False
29-06-2000,Ecuador,Peru,Peru,Juan Pajuelo,73,False,False
02-07-2000,France,Italy,Italy,Marco Delvecchio,55,False,False
02-07-2000,France,Italy,France,Sylvain Wiltord,90,False,False
02-07-2000,France,Italy,France,David Trezeguet,103,False,False
08-07-2000,Tunisia,Madagascar,Tunisia,Zoubeir Baya,43,False,False
09-07-2000,Ghana,Sierra Leone,Ghana,Charles Amoah,19,False,False
09-07-2000,Ghana,Sierra Leone,Ghana,Charles Amoah,61,False,False
09-07-2000,Ghana,Sierra Leone,Ghana,Charles Akonnor,68,False,False
09-07-2000,Ghana,Sierra Leone,Ghana,Yaw Preko,75,False,False
09-07-2000,Ghana,Sierra Leone,Ghana,Ishmael Addo,89,False,False
09-07-2000,Morocco,Algeria,Algeria,Ali Meçabih,35,False,False
09-07-2000,Morocco,Algeria,Morocco,Abdeljalil Hadda,51,False,False
09-07-2000,Morocco,Algeria,Morocco,Abdeljalil Hadda,75,False,False
09-07-2000,Zimbabwe,South Africa,South Africa,Delron Buckley,7,False,False
09-07-2000,Zimbabwe,South Africa,South Africa,Delron Buckley,83,False,False
16-07-2000,Barbados,Costa Rica,Costa Rica,Alejandro Madrigal,48,False,False
16-07-2000,Barbados,Costa Rica,Barbados,Llewellyn Riley,49,False,False
16-07-2000,Barbados,Costa Rica,Barbados,Michael Forde,89,False,False
16-07-2000,Canada,Trinidad and Tobago,Trinidad and Tobago,Angus Eve,43,False,False
16-07-2000,Canada,Trinidad and Tobago,Trinidad and Tobago,Dwight Yorke,73,False,False
16-07-2000,Guatemala,United States,United States,Ante Razov,45,False,False
16-07-2000,Guatemala,United States,Guatemala,Carlos Ruiz,88,False,False
16-07-2000,Panama,Mexico,Mexico,Miguel Zepeda,88,False,False
16-07-2000,Saint Vincent and the Grenadines,Jamaica,Jamaica,Onandi Lowe,23,False,False
18-07-2000,Paraguay,Brazil,Paraguay,Carlos Humberto Paredes,6,False,False
18-07-2000,Paraguay,Brazil,Brazil,Rivaldo,74,False,False
18-07-2000,Paraguay,Brazil,Paraguay,Jorge Luis Campos,83,False,False
18-07-2000,Uruguay,Venezuela,Venezuela,Daniel Noriega,23,False,False
18-07-2000,Uruguay,Venezuela,Uruguay,Nicolás Olivera,28,False,False
18-07-2000,Uruguay,Venezuela,Uruguay,Darío Rodríguez,53,False,False
18-07-2000,Uruguay,Venezuela,Uruguay,Nicolás Olivera,90,False,False
19-07-2000,Argentina,Ecuador,Argentina,Hernán Crespo,29,False,False
19-07-2000,Argentina,Ecuador,Argentina,Claudio López,49,False,False
19-07-2000,Bolivia,Chile,Bolivia,Roger Suárez,85,False,False
19-07-2000,Peru,Colombia,Colombia,Juan Pablo Ángel,48,False,False
23-07-2000,Costa Rica,United States,Costa Rica,Rolando Fonseca,10,False,False
23-07-2000,Costa Rica,United States,United States,Earnie Stewart,65,False,False
23-07-2000,Costa Rica,United States,Costa Rica,Hernán Medford,90,False,True
23-07-2000,Jamaica,Honduras,Honduras,Francisco Ramírez,2,False,False
23-07-2000,Jamaica,Honduras,Jamaica,Theodore Whitmore,27,False,False
23-07-2000,Jamaica,Honduras,Jamaica,Onandi Lowe,69,False,False
23-07-2000,Jamaica,Honduras,Jamaica,Deon Burton,77,False,False
23-07-2000,Trinidad and Tobago,Mexico,Trinidad and Tobago,Russell Latapy,86,False,False
25-07-2000,Venezuela,Chile,Chile,Héctor Tapia,70,False,False
25-07-2000,Venezuela,Chile,Chile,Iván Zamorano,89,False,False
26-07-2000,Brazil,Argentina,Brazil,Alexsandro de Souza,5,False,False
26-07-2000,Brazil,Argentina,Brazil,Vampeta,45,False,False
26-07-2000,Brazil,Argentina,Argentina,MaNicolás Oliveratias Almeyda,45,False,False
